crn,sunday,monday,tuesday,wednesday,thursday,friday,saturdaym,start_time,end_time,start_date,end_date,location,meeting_type
37351,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13796,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13977,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13989,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13691,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
45473,null,M,null,W,null,F,null,03:00 PM,03:50 PM,01/13/2025,05/06/2025,OMB 112,Lecture,
30655,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,OMB 112,Lecture,
45474,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,OMB 112,Lecture,
30662,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
11730,null,M,null,null,null,null,null,01:50 PM,03:50 PM,01/13/2025,05/06/2025,OMB 207,Laboratory,
11732,null,null,T,null,null,null,null,09:35 AM,11:35 AM,01/13/2025,05/06/2025,null,Laboratory,
11735,null,null,null,W,null,null,null,09:10 AM,11:10 AM,01/13/2025,05/06/2025,OMB 207,Laboratory,
49426,null,null,null,W,null,null,null,11:30 AM,01:30 PM,01/13/2025,05/06/2025,null,Laboratory,
49499,null,null,null,W,null,null,null,01:50 PM,03:50 PM,01/13/2025,05/06/2025,OMB 207,Laboratory,
49656,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Laboratory,
22354,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
53079,null,M,null,W,null,null,null,01:50 PM,03:05 PM,01/13/2025,05/06/2025,OMB 617,Lecture,
42198,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,OMB 110,Lecture,
42201,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,OMB 617,Lecture,
42202,null,M,null,W,null,null,null,11:30 AM,12:45 PM,01/13/2025,05/06/2025,OMB 617,Lecture,
42202,null,null,null,null,null,F,null,11:30 AM,01:30 PM,01/13/2025,05/06/2025,OMB 617,Laboratory,
39967,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,OMB 112,Lecture,
30665,null,M,null,W,null,null,null,09:10 AM,11:10 AM,01/13/2025,05/06/2025,OMB 602,Lecture,
30665,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Laboratory,
11767,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,CSA 303,Lecture,
11767,null,null,null,null,null,F,null,01:50 PM,03:50 PM,01/13/2025,05/06/2025,OMB 303,Laboratory,
47839,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,CSA 303,Lecture,
47839,null,null,null,W,null,null,null,01:50 PM,03:50 PM,01/13/2025,05/06/2025,OMB 303,Laboratory,
35026,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,OMB 602,Lecture,
27844,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,OMB 617,Lecture,
27844,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Laboratory,
49428,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,OMB 110,Lecture,
49428,null,null,null,null,null,F,null,08:00 AM,10:00 AM,01/13/2025,05/06/2025,OMB 303,Laboratory,
49429,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,OMB 110,Lecture,
49429,null,M,null,null,null,null,null,01:50 PM,03:50 PM,01/13/2025,05/06/2025,OMB 303,Laboratory,
40543,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
32429,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
22467,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
18132,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
18481,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
29880,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40649,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
15739,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,OMB 617,Lecture,
11769,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,OMB 203,Lecture,
27917,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,OMB 110,Lecture,
55662,null,null,null,null,null,null,null,null,null,03/17/2025,05/06/2025,ONLINE,Lecture,
55626,null,null,null,null,null,null,null,null,null,03/17/2025,05/06/2025,null,Lecture,
56113,null,null,null,null,null,null,null,null,null,03/17/2025,05/06/2025,null,Lecture,
56114,null,null,null,null,null,null,null,null,null,03/17/2025,05/06/2025,null,Lecture,
55661,null,null,null,null,null,null,null,null,null,03/17/2025,05/06/2025,ONLINE,Lecture,
42488,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,OMB 602,Lecture,
27852,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,OMB 602,Lecture,
42208,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,OMB 617,Lecture,
51726,null,null,null,null,null,null,null,null,null,01/13/2025,03/07/2025,ONLINE,Lecture,
51727,null,null,null,null,null,null,null,null,null,01/13/2025,03/07/2025,ONLINE,Lecture,
51728,null,null,null,null,null,null,null,null,null,01/13/2025,03/07/2025,ONLINE,Lecture,
17665,null,M,null,null,null,null,null,04:00 PM,05:00 PM,01/13/2025,05/06/2025,OMB 112,Seminar,
55913,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
39538,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13667,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13668,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
17964,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13748,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13672,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
18698,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13674,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
18700,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
18701,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13676,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13678,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
18705,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13680,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
31353,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31357,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31354,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31358,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31362,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31355,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Laboratory,
31359,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Laboratory,
31363,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Laboratory,
31356,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
33129,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Laboratory,
39565,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Independent Study,
51217,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Independent Study,
31847,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Research,
47422,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31372,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Research,
31365,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Research,
31373,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31374,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
31366,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
31375,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Research,
31367,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Research,
31376,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
31369,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
31370,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
39558,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31378,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
31392,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Seminar,
31415,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
31401,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
31408,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
31394,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31402,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31395,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Seminar,
31403,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Seminar,
31409,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Seminar,
31396,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Seminar,
31404,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Seminar,
31410,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Seminar,
31411,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31397,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31405,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Independent Study,
31406,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Independent Study,
31412,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Independent Study,
31398,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31399,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31400,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
31407,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
31413,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
35479,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
35480,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Clinic,
49575,null,M,null,null,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PSYC 106,Lecture,
49576,null,null,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PSYC 106,Lecture,
49556,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,ILCB 205,Lecture,
49557,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PSYC 338,Lecture,
49558,null,M,null,W,null,F,null,03:00 PM,03:50 PM,01/13/2025,05/06/2025,PSYC 106,Lecture,
49559,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,PSYC 338,Lecture,
56926,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,PSYC 106,Lecture,
53715,null,M,null,W,null,F,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,PSYC 108,Lecture,
53716,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,PSYC 338,Lecture,
49563,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
49562,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
49578,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,PSYC 106,Lecture,
49579,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,PSYC 338,Lecture,
53748,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,PSYC 106,Lecture,
53751,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
53750,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
55762,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 422,Lecture,
49587,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,PSYC 108,Lecture,
54466,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,PSYC 338,Lecture,
54884,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,PSYC 106,Lecture,
49586,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
49588,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49589,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,PSYC 338,Lecture,
56887,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
49590,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,CHEM 100,Lecture,
49591,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49591,null,null,T,null,null,null,null,09:00 AM,11:00 AM,01/13/2025,05/06/2025,MILN 201,Laboratory,
49602,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49602,null,null,T,null,null,null,null,11:00 AM,01:00 PM,01/13/2025,05/06/2025,MILN 201,Laboratory,
49766,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49766,null,null,T,null,null,null,null,01:00 PM,03:00 PM,01/13/2025,05/06/2025,MILN 201,Laboratory,
49779,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49779,null,null,T,null,null,null,null,03:00 PM,05:00 PM,01/13/2025,05/06/2025,MILN 201,Laboratory,
49781,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,PSYC 106,Lecture,
49781,null,null,null,W,null,null,null,09:00 AM,11:00 AM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49782,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,PSYC 106,Lecture,
49782,null,null,null,W,null,null,null,11:00 AM,01:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49783,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,PSYC 106,Lecture,
49783,null,null,null,W,null,null,null,01:00 PM,03:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49787,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,PSYC 106,Lecture,
49787,null,null,null,W,null,null,null,03:00 PM,05:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49789,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 338,Lecture,
49789,null,null,null,null,null,F,null,09:00 AM,11:00 AM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49790,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 338,Lecture,
49790,null,null,null,null,null,F,null,11:00 AM,01:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49791,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 338,Lecture,
49791,null,null,null,null,null,F,null,01:00 PM,03:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49792,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 338,Lecture,
49792,null,null,null,null,null,F,null,03:00 PM,05:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49793,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 338,Lecture,
49793,null,null,null,null,R,null,null,01:00 PM,03:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49794,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 338,Lecture,
49794,null,null,null,null,R,null,null,01:00 PM,03:00 PM,01/13/2025,05/06/2025,MILN 201,Laboratory,
49795,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 338,Lecture,
49795,null,null,null,null,R,null,null,03:00 PM,05:00 PM,01/13/2025,05/06/2025,MILN 201,Laboratory,
56078,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 338,Lecture,
56078,null,null,null,null,R,null,null,03:00 PM,05:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49603,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49603,null,null,null,W,null,null,null,09:00 AM,11:00 AM,01/13/2025,05/06/2025,MILN 201,Laboratory,
49604,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49604,null,null,null,W,null,null,null,11:00 AM,01:00 PM,01/13/2025,05/06/2025,MILN 201,Laboratory,
49605,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49605,null,M,null,null,null,null,null,09:00 AM,11:00 AM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49797,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49797,null,null,null,W,null,null,null,01:00 PM,03:00 PM,01/13/2025,05/06/2025,MILN 201,Laboratory,
49798,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49798,null,null,null,W,null,null,null,03:00 PM,05:00 PM,01/13/2025,05/06/2025,MILN 201,Laboratory,
49799,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49799,null,null,null,W,null,null,null,05:00 PM,07:00 PM,01/13/2025,05/06/2025,MILN 201,Laboratory,
49800,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49800,null,M,null,null,null,null,null,11:00 AM,01:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49801,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49801,null,M,null,null,null,null,null,01:00 PM,03:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49802,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49802,null,M,null,null,null,null,null,03:00 PM,05:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49862,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,HECC 110,Lecture,
49862,null,null,T,null,null,null,null,09:00 AM,11:00 AM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49863,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,HECC 110,Lecture,
49863,null,null,T,null,null,null,null,11:00 AM,01:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49866,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,HECC 110,Lecture,
49866,null,null,T,null,null,null,null,01:00 PM,03:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49867,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,HECC 110,Lecture,
49867,null,null,T,null,null,null,null,03:00 PM,05:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49869,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,HECC 110,Lecture,
49869,null,null,T,null,null,null,null,05:00 PM,07:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
56077,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,PSYC 108,Lecture,
56077,null,M,null,null,null,null,null,05:00 PM,07:00 PM,01/13/2025,05/06/2025,MILN 202,Laboratory,
49606,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,PSYC 106,Lecture,
49607,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,PSYC 108,Lecture,
53754,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PSYC 108,Lecture,
55968,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,PSYC 106,Lecture,
49609,null,M,null,W,null,F,null,03:00 PM,03:50 PM,01/13/2025,05/06/2025,PSYC 108,Lecture,
49613,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,PSYC 337,Lecture,
